committee_id,committee_name,committee_state,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00441295,GREGG HARPER FOR CONGRESS,MS,2018,Q3,201810169125523208,17,BE348166C8D3F43ED8F0,1273285,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL,DC,,,TRAVEL - HOTEL,,,2018-08-16 0:00:00,585.48,,,,,,,,,,,,,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-10 2:39:24,,,,0,,,,1,Administrative/Salary/Overhead Expenses,,,,,,,H,F3,4101620181599434905,WASHINGTON,20004,OTHER,,2018,SB,4110920181616481121,http://docquery.fec.gov/cgi-bin/fecimg/?201810169125523208,Operating Expenditures,,,,,,
C00441295,GREGG HARPER FOR CONGRESS,MS,2017,YE,201804059101020477,17,BB7F6E4A74B6144C09D7,1217133,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL,DC,,,TRAVEL - HOTEL,,,2017-12-11 0:00:00,1696.68,,,,,,,,,,,,,P2018,,PRIMARY,2018,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-04-06 1:31:12,,,,0,,,,,,,,,,,,H,F3,4040520181525692564,WASHINGTON,20004,OTHER,,2018,SB,4040520181525700912,http://docquery.fec.gov/cgi-bin/fecimg/?201804059101020477,Operating Expenditures,,,,,,
C00477323,PALAZZO FOR CONGRESS,MS,2017,YE,201801319091218656,17,SB17.24280.2,1205026,ORG,ORGANIZATION,,,BLT PRIME TRUMP,DC,,,STAFF TRAVEL,X,,2017-11-27 0:00:00,394.2,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-15 1:53:44,,SB17.24280,SB17,0,,,,1,Administrative/Salary/Overhead Expenses,,,,,,,H,F3,4013120181503500798,WASHINGTON,20004,OTHER,,2018,SB,4021420181504623747,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091218656,Operating Expenditures,,,,,,
C00008086,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,MT,2018,M8,201811149133679107,21B,SB21B.20806.1,1291341,ORG,ORGANIZATION,,,TRUMP NATIONAL DORAL MIAMI,FL,,,LAMM REIMBURSEMENT:TRAVEL:LODGING,X,,2018-07-16 0:00:00,472.34,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-11-16 2:39:54,,SB21B.20806,SB21B,0,,,,,,,,,,,,Y,F3X,4111420181617584237,DORAL,33178,TRAVEL,,2018,SB,4111520181617832610,http://docquery.fec.gov/cgi-bin/fecimg/?201811149133679107,Other Federal Operating Expenditures,,,,,,
C00491357,STEVE DAINES FOR MONTANA,MT,2018,Q3,201810159124833942,17,BB144491C25B04B0DBC6,1270464,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,NV,,,LODGING,X,,2018-09-25 0:00:00,257.8,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-09 2:32:11,,B5763C0AA1BE74F25B17,SB17,0,,,,,,,,,,,,S,F3,4101520181599335437,LAS VEGAS,891091936,TRAVEL,,2018,SB,4110820181615485445,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124833942,Operating Expenditures,,,,,,
C00491357,STEVE DAINES FOR MONTANA,MT,2018,Q3,201810159124833948,17,B78A3DE27E1D948F1B51,1270464,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,NV,,,EVENT CATERING,X,,2018-06-27 0:00:00,294.1,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-09 2:32:11,,B1CCC966BFBBC435EA3D,SB17,0,,,,,,,,,,,,S,F3,4101520181599335437,LAS VEGAS,891091936,FUNDRAISING,,2018,SB,4110820181615485479,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124833948,Operating Expenditures,,,,,,
C00491357,STEVE DAINES FOR MONTANA,MT,2017,YE,201802050200116852,17,,1207365,,,,,TRUMP INTERNATIONAL HOTEL,NV,,,LODGING,X,,2017-11-09 0:00:00,280.62,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-16 1:55:03,,,,0,,,,,,,,,,,,S,F3,1020620180036291475,LAS VEGAS,891091936,TRAVEL,,2018,SB,2021520181504984448,http://docquery.fec.gov/cgi-bin/fecimg/?201802050200116852,Operating Expenditures,,,,,,
C00491357,STEVE DAINES FOR MONTANA,MT,2018,Q1,201804180200293251,17,,1226826,,,,,TRUMP INTERNATIONAL HOTEL,NV,,,LODGING,X,,2017-12-10 0:00:00,656.32,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-10 1:31:36,,,,0,,,,,,,,,,,,S,F3,1041920180036541034,LAS VEGAS,891091936,TRAVEL,,2018,SB,2050920181547046233,http://docquery.fec.gov/cgi-bin/fecimg/?201804180200293251,Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429276,21B,SB21B.36413,1272896,ORG,ORGANIZATION,,,TRUMP GRILL,NY,,,REIMBURSEMENT [SB21B.36198]: TRAVEL: MEALS,X,,2018-09-07 0:00:00,24.69,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,NEW YORK,10022,TRAVEL,,2018,SB,4102620181600815600,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429276,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542874,21B,SB21B.4873,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,1ST BANKCARD PMT [SB21B.4629]: TRAVEL: LODGING,X,,2017-11-22 0:00:00,1130.36,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:54:48,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,TRAVEL,,2018,SB,4012420181503164242,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542874,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542872,21B,SB21B.4868,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,1ST BANKCARD PMT [SB21B.4627]: TRAVEL: LODGING,X,,2017-10-26 0:00:00,1238.35,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:54:49,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,TRAVEL,,2018,SB,4012420181503164232,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542872,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542872,21B,SB21B.4739,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,EVENT EXPENSE: FACILITY RENTAL AND CATERING,,,2017-11-17 0:00:00,3750,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:54:49,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4012420181503164234,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542872,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542873,21B,SB21B.4740,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,EVENT EXPENSE: FACILITY RENTAL AND CATERING,,,2017-11-17 0:00:00,3750,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:54:58,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4012420181503164236,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542873,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542874,21B,SB21B.4951,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,MONTGOMERY REIMBURSEMENT [SB21B.4650]: EVENT EXPENSE: PARKING,X,,2017-12-13 0:00:00,70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:55:06,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,MATERIALS,,2018,SB,4012420181503164244,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542874,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542873,21B,SB21B.4741,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,EVENT EXPENSE: FACILITY RENTAL AND CATERING,,,2017-11-17 0:00:00,3750,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:54:46,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4012420181503164238,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542873,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2017,YE,201801239090542873,21B,SB21B.4742,1199534,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,EVENT EXPENSE: FACILITY RENTAL AND CATERING,,,2017-11-17 0:00:00,19000,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 1:55:13,,,,0,,,,,,,,,,,,O,F3X,4012420181503101773,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4012420181503164240,http://docquery.fec.gov/cgi-bin/fecimg/?201801239090542873,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673196,21B,SB21B.23682,1248644,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL AND TOWER NEW YORK,NY,,,REIMBURSEMENT [SB21B.19900]: TRAVEL: LODGING,X,,2018-03-15 0:00:00,523.88,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:33:13,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,NEW YORK,10023,TRAVEL,,2018,SB,4071820181576283028,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673196,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509103,21B,SB21B.19825,1258746,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL AND TOWER NEW YORK,NY,,,1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING,X,,2018-04-26 0:00:00,396.06,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:31:26,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,NEW YORK,10023,TRAVEL,,2018,SB,4082420181586091912,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509103,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509102,21B,SB21B.19824,1258746,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL AND TOWER NEW YORK,NY,,,1ST BANKCARD PMT [SB21B.19724]: TRAVEL: LODGING,X,,2018-04-26 0:00:00,817.15,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:32:04,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,NEW YORK,10023,TRAVEL,,2018,SB,4082420181586091910,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509102,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201804129108012542,21B,SB21B.15983,1220035,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL LAS VEGAS,NV,,,WALSH REIMBURSEMENT [SB21B.15929]: TRAVEL: LODGING,X,,2018-01-27 0:00:00,940.24,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-14 1:34:02,,,,0,,,,,,,,,,,,O,F3X,4041320181525848043,LAS VEGAS,89109,TRAVEL,,2018,SB,4041320181525877663,http://docquery.fec.gov/cgi-bin/fecimg/?201804129108012542,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673197,21B,SB21B.23678,1248644,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.19899]: TRAVEL: LODGING,X,,2018-03-29 0:00:00,369.06,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:32:34,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,WASHINGTON,20004,TRAVEL,,2018,SB,4071820181576283030,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673197,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673197,21B,SB21B.23679,1248644,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.19899]: TRAVEL: MEALS,X,,2018-03-29 0:00:00,14,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:33:01,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,WASHINGTON,20004,TRAVEL,,2018,SB,4071820181576283032,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673197,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673198,21B,SB21B.23783,1248644,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.19880]: TRAVEL: LODGING,X,,2018-05-29 0:00:00,1762.92,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:33:15,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,WASHINGTON,20004,TRAVEL,,2018,SB,4071820181576283038,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673198,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673199,21B,SB21B.23805,1248644,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.19905]: TRAVEL: LODGING,X,,2018-06-08 0:00:00,1450.72,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:33:18,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,WASHINGTON,20004,TRAVEL,,2018,SB,4071820181576283044,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673199,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q2,201807159115673198,21B,SB21B.19896,1248644,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,EVENT EXPENSE: FACILITY RENTAL AND CATERING,,,2018-05-31 0:00:00,27207.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-19 1:33:22,,,,0,,,,,,,,,,,,O,F3X,4071620181575982112,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4071820181576283040,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115673198,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429276,21B,SB21B.36517,1272896,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.36176]: EVENT EXPENSE: FACILITY RENTAL AND CATERING,X,,2018-08-09 0:00:00,353.8,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4102620181600815602,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429276,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429276,21B,SB21B.36518,1272896,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.36176]: EVENT EXPENSE: FACILITY RENTAL AND CATERING,X,,2018-08-10 0:00:00,4134.42,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4102620181600815604,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429276,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429277,21B,SB21B.36250,1272896,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.36176]: TRAVEL: LODGING,X,,2018-08-22 0:00:00,319.62,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,WASHINGTON,20004,TRAVEL,,2018,SB,4102620181600815606,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429277,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429277,21B,SB21B.36356,1272896,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.36181]: EVENT EXPENSE: FACILITY RENTAL AND CATERING,X,,2018-09-26 0:00:00,3515,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4102620181600815608,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429277,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,Q3,201810159125429277,21B,SB21B.36357,1272896,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.36181]: EVENT EXPENSE: FACILITY RENTAL AND CATERING,X,,2018-09-26 0:00:00,8500,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-27 2:33:54,,,,0,,,,,,,,,,,,O,F3X,4101620181599435384,WASHINGTON,20004,ADMINISTRATIVE,,2018,SB,4102620181600815610,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125429277,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596691,21B,SB21B.27398,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27309]: MEETING EXPENSE: MEALS,X,,2018-07-18 0:00:00,15,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 1:55:55,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689097,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596691,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596688,21B,SB21B.27433,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27308]: MEETING EXPENSE: MEALS,X,,2018-06-20 0:00:00,88.64,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 2:02:28,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689081,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596688,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596688,21B,SB21B.27432,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27308]: MEETING EXPENSE: MEALS,X,,2018-06-20 0:00:00,261,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 2:01:06,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689079,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596688,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596686,21B,SB21B.31762,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.27543]: TRAVEL: LODGING,X,,2018-03-27 0:00:00,532.67,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 2:03:34,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689065,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596686,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509103,21B,SB21B.18616,1258746,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.18570]: TRAVEL: LODGING,X,,2018-01-16 0:00:00,789.82,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:32:02,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,WASHINGTON,20004,TRAVEL,,2018,SB,4082420181586091914,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509103,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596689,21B,SB21B.27375,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27309]: CREDIT: MEETING EXPENSE: MEALS,X,,2018-07-09 0:00:00,-65.03,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 1:51:27,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689087,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596689,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596689,21B,SB21B.27374,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27309]: CREDIT: EVENT EXPENSE: CATERING SERVICES,X,,2018-07-09 0:00:00,-5740,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 1:55:55,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,FUNDRAISING,,2018,SB,4090720181590689085,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596689,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,30S,201809069121596692,21B,SB21B.31816,1260334,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.27510]: MEETING EXPENSE: MEALS,X,,2018-08-09 0:00:00,120.74,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-08 2:03:34,,,,0,,,,,,,,,,,,O,F3X,4090720181590675561,WASHINGTON,20004,TRAVEL,,2018,SB,4090720181590689101,http://docquery.fec.gov/cgi-bin/fecimg/?201809069121596692,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509103,21B,SB21B.18617,1258746,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.18570]: TRAVEL: MEALS,X,,2018-01-16 0:00:00,196.56,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:31:03,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,WASHINGTON,20004,TRAVEL,,2018,SB,4082420181586091916,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509103,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509104,21B,SB21B.18618,1258746,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,REIMBURSEMENT [SB21B.18570]: TRAVEL: LODGING,X,,2018-01-29 0:00:00,343.25,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:31:03,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,WASHINGTON,20004,TRAVEL,,2018,SB,4082420181586091918,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509104,Other Federal Operating Expenditures,,,,,,
C00637512,"AMERICA FIRST ACTION, INC.",NATL,2018,12P,201808229121509105,21B,SB21B.19828,1258746,ORG,ORGANIZATION,,,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",DC,,,1ST BANKCARD PMT [SB21B.19725]: TRAVEL: LODGING,X,,2018-05-02 0:00:00,247.9,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-08-25 1:31:51,,,,0,,,,,,,,,,,,O,F3X,4082220181585045732,WASHINGTON,20004,TRAVEL,,2018,SB,4082420181586091928,http://docquery.fec.gov/cgi-bin/fecimg/?201808229121509105,Other Federal Operating Expenditures,,,,,,
